date,price,return1,ex_post_return1,vix1,skew_close,log_return,vix1_log,skew_close_log
11/01/2000,1438.56,-0.013062569,-0.004386331,22.5,114.980003,-1.31486,3.113515309,4.744758226
12/01/2000,1432.25,-0.004386331,0.012169663,22.84,114.139999,-0.4396,3.128513385,4.737425756
13/01/2000,1449.68,0.012169663,0.010671321,21.71,115.18,1.20962,3.077772984,4.746496122
14/01/2000,1465.15,0.010671321,-0.006832065,19.66,116.559998,1.06148,2.978586115,4.758406145
18/01/2000,1455.14,-0.006832065,0.000522287,21.5,114.379997,-0.68555,3.068052935,4.739526212
19/01/2000,1455.9,0.000522287,-0.007095268,21.72,115.5,0.05222,3.078233495,4.74927053
20/01/2000,1445.57,-0.007095268,-0.002912346,21.75,114.800003,-0.71206,3.079613758,4.74319151
21/01/2000,1441.36,-0.002912346,-0.027633624,20.82,116.129997,-0.29166,3.035914063,4.754710227
24/01/2000,1401.53,-0.027633624,0.006064801,24.07,114.360001,-2.80226,3.180966252,4.739351376
25/01/2000,1410.03,0.006064801,-0.004212676,23.02,116.07,0.60465,3.136363403,4.754193457
26/01/2000,1404.09,-0.004212676,-0.003938494,23.03,115.25,-0.42216,3.136797714,4.747103682
27/01/2000,1398.56,-0.003938494,-0.027456813,23.54,115.889999,-0.39463,3.158701102,4.752641457
28/01/2000,1360.16,-0.027456813,0.025217621,26.14,113.489998,-2.78408,3.263466708,4.73171471
31/01/2000,1394.46,0.025217621,0.01062777,24.95,114.139999,2.49049,3.216873822,4.737425756
01/02/2000,1409.28,0.01062777,-0.000113533,23.45,114.120003,1.05717,3.154870495,4.737250553
02/02/2000,1409.12,-0.000113533,0.011248155,23.12,114.620003,-0.01135,3.140698044,4.741622335
03/02/2000,1424.97,0.011248155,-0.000421061,22.01,115.32,1.11854,3.091496896,4.747710873
04/02/2000,1424.37,-0.000421061,-9.13E-05,21.54,115.889999,-0.04212,3.069911672,4.752641457
07/02/2000,1424.24,-9.13E-05,0.012273212,22.79,116.300003,-0.00913,3.126321843,4.756173085
08/02/2000,1441.72,0.012273212,-0.020822351,21.25,117.349998,1.21985,3.056356895,4.765160905
09/02/2000,1411.7,-0.020822351,0.003633917,22.9,115.339996,-2.10422,3.131136911,4.747884254
10/02/2000,1416.83,0.003633917,-0.020969347,23.07,115.019997,0.36273,3.138533072,4.745106
11/02/2000,1387.12,-0.020969347,0.002032989,24.42,114.93,-2.11923,3.195402469,4.744323247
14/02/2000,1389.94,0.002032989,0.008712606,24.38,113.089996,0.20309,3.193763124,4.728183927
15/02/2000,1402.05,0.008712606,-0.01025641,22.92,116.07,0.86749,3.132009892,4.754193457
16/02/2000,1387.67,-0.01025641,0.000425173,23.51,114.400002,-1.03094,3.157425863,4.739701096
17/02/2000,1388.26,0.000425173,-0.030376154,23.17,114.760002,0.04251,3.142858338,4.742843009
18/02/2000,1346.09,-0.030376154,0.004516786,26,114.07,-3.08471,3.258096538,4.736812295
22/02/2000,1352.17,0.004516786,0.006300983,25.86,112.470001,0.45066,3.252697373,4.722686528
23/02/2000,1360.69,0.006300983,-0.005335528,23.89,113.32,0.62812,3.173459961,4.730215675
24/02/2000,1353.43,-0.005335528,-0.01482899,24.38,111.5,-0.53498,3.193763124,4.714024591
25/02/2000,1333.36,-0.01482899,0.01101728,25.2,109.519997,-1.494,3.226843995,4.696107154
28/02/2000,1348.05,0.01101728,0.013627091,24.68,111.32,1.0957,3.205993199,4.712408937
29/02/2000,1366.42,0.013627091,0.009345589,23.37,111.419998,1.35351,3.151453149,4.713306827
01/03/2000,1379.19,0.009345589,0.001863413,21.64,113.150002,0.93022,3.074543454,4.72871439
02/03/2000,1381.76,0.001863413,0.019837019,21.06,111.519997,0.18617,3.047375507,4.71420392
03/03/2000,1409.17,0.019837019,-0.012695416,19.21,112.220001,1.96428,2.955430977,4.720461239
06/03/2000,1391.28,-0.012695416,-0.025631074,21.5,111.589996,-1.27767,3.068052935,4.714831404
07/03/2000,1355.62,-0.025631074,0.008173382,24.31,110.370003,-2.59653,3.190887788,4.703838385
08/03/2000,1366.7,0.008173382,0.025601815,23.82,111.019997,0.81402,3.170525564,4.709710338
09/03/2000,1401.69,0.025601815,-0.00472287,22.21,113.260002,2.52796,3.100542638,4.729686078
10/03/2000,1395.07,-0.00472287,-0.008207473,21.24,113.360001,-0.47341,3.055886196,4.730568604
13/03/2000,1383.62,-0.008207473,-0.017685492,22.85,114.93,-0.82413,3.128951117,4.744323247
14/03/2000,1359.15,-0.017685492,0.024279881,24.41,113.410004,-1.78437,3.194992884,4.731009606
15/03/2000,1392.15,0.024279881,0.047638545,22.34,114.160004,2.39898,3.106378794,4.737601008
16/03/2000,1458.47,0.047638545,0.0041139,20.77,114.860001,4.65386,3.033509638,4.743714004
17/03/2000,1464.47,0.0041139,-0.005353473,22.37,115.129997,0.41055,3.107720776,4.746061899
20/03/2000,1456.63,-0.005353473,0.025565861,22.96,114.339996,-0.53679,3.133753571,4.739176431
21/03/2000,1493.87,0.025565861,0.004531854,21.7,113.790001,2.52445,3.077312261,4.734354653
22/03/2000,1500.64,0.004531854,0.017799072,21.49,113.709999,0.45216,3.067587711,4.733651339
23/03/2000,1527.35,0.017799072,7.20E-05,22.26,114.239998,1.76425,3.102791346,4.738301481
24/03/2000,1527.46,7.20E-05,-0.002356854,23.31,113.470001,0.0072,3.148882453,4.731538494
27/03/2000,1523.86,-0.002356854,-0.010584962,24.53,112.75,-0.23596,3.199896858,4.725172978
28/03/2000,1507.73,-0.010584962,0.000523966,24.86,113.330002,-1.06414,3.213260086,4.730303934
29/03/2000,1508.52,0.000523966,-0.013655769,24.1,113.959999,0.05238,3.18221184,4.735847501
30/03/2000,1487.92,-0.013655769,0.007164364,25.47,112.540001,-1.37499,3.237501289,4.723308723
31/03/2000,1498.58,0.007164364,0.004931335,24.11,113.349998,0.71388,3.182626692,4.730480359
03/04/2000,1505.97,0.004931335,-0.007463628,24.03,113.230003,0.49192,3.17930305,4.729421175
04/04/2000,1494.73,-0.007463628,-0.004923966,27.12,112.550003,-0.74916,3.300271463,4.723397594
05/04/2000,1487.37,-0.004923966,0.009392417,28.41,111.540001,-0.49361,3.346741196,4.71438328
06/04/2000,1501.34,0.009392417,0.009997735,27.15,113.110001,0.93486,3.301377046,4.728360805
07/04/2000,1516.35,0.009997735,-0.007841198,24.39,113.410004,0.99481,3.194173212,4.731009606
10/04/2000,1504.46,-0.007841198,-0.002572352,25.99,111.93,-0.78721,3.257711849,4.717873676
11/04/2000,1500.59,-0.002572352,-0.02227124,27.25,112.510002,-0.25757,3.305053521,4.723042124
12/04/2000,1467.17,-0.02227124,-0.018171037,28.98,111.209999,-2.2523,3.366605937,4.711420297
13/04/2000,1440.51,-0.018171037,-0.058277971,29.4,110.720001,-1.83382,3.380994674,4.707004501
14/04/2000,1356.56,-0.058277971,0.033083682,33.49,107.790001,-6.00451,3.511246887,4.680184899
17/04/2000,1401.44,0.033083682,0.028663375,28.95,109.519997,3.25482,3.365570204,4.696107154
18/04/2000,1441.61,0.028663375,-0.009808478,26.12,112.790001,2.82603,3.262701304,4.725527692
19/04/2000,1427.47,-0.009808478,0.004952819,27.02,113.519997,-0.98569,3.296577333,4.731979006
20/04/2000,1434.54,0.004952819,-0.00326237,25.85,114.239998,0.49406,3.252310601,4.738301481
24/04/2000,1429.86,-0.00326237,0.033275985,27.37,114.900002,-0.32677,3.309447523,4.744062202
25/04/2000,1477.44,0.033275985,-0.011134124,25.24,115.889999,3.27343,3.228430038,4.752641457
26/04/2000,1460.99,-0.011134124,0.002689957,26.97,115.43,-1.11966,3.294725137,4.748664286
27/04/2000,1464.92,0.002689957,-0.008526063,26.19,115.910004,0.26863,3.265377659,4.752814062
28/04/2000,1452.43,-0.008526063,0.010892091,26.2,115.349998,-0.85626,3.265759411,4.747970967
01/05/2000,1468.25,0.010892091,-0.014956581,25.88,116.220001,1.08332,3.25347047,4.755484955
02/05/2000,1446.29,-0.014956581,-0.021565523,28.5,114.730003,-1.50696,3.349904087,4.742581568
03/05/2000,1415.1,-0.021565523,-0.003907851,31.63,114.339996,-2.18015,3.454106037,4.739176431
04/05/2000,1409.57,-0.003907851,0.016359599,30.77,114.129997,-0.39155,3.426540189,4.737338123
05/05/2000,1432.63,0.016359599,-0.005905223,27.53,114.82,1.62272,3.315276319,4.743365685
08/05/2000,1424.17,-0.005905223,-0.008447025,28.2,114.730003,-0.59227,3.339321978,4.742581568
09/05/2000,1412.14,-0.008447025,-0.020599941,28.93,113.699997,-0.84829,3.364879119,4.733563374
10/05/2000,1383.05,-0.020599941,0.017902462,29.87,112.910004,-2.08151,3.396854632,4.726591077
11/05/2000,1407.81,0.017902462,0.009340749,27.76,115.019997,1.77441,3.323596136,4.745106
12/05/2000,1420.96,0.009340749,0.022097737,26.05,114.580002,0.92974,3.260017768,4.741273286
15/05/2000,1452.36,0.022097737,0.009419152,24.86,115.110001,2.18571,3.213260086,4.745888202
16/05/2000,1466.04,0.009419152,-0.01244168,24.34,113.510002,0.93751,3.192121088,4.731890956
17/05/2000,1447.8,-0.01244168,-0.007314546,23.98,113.93,-1.25197,3.17722015,4.735584225
18/05/2000,1437.21,-0.007314546,-0.021054682,23.96,113.18,-0.73414,3.176385773,4.728979472
19/05/2000,1406.95,-0.021054682,-0.004428018,25.44,112.389999,-2.12795,3.236322738,4.721974957
22/05/2000,1400.72,-0.004428018,-0.019175852,26,112.209999,-0.44379,3.258096538,4.720372107
23/05/2000,1373.86,-0.019175852,0.018335202,25.87,111.230003,-1.93621,3.253083996,4.711600157
24/05/2000,1399.05,0.018335202,-0.012529931,24.32,110.480003,1.81691,3.191299057,4.704834536
25/05/2000,1381.52,-0.012529931,-0.002533441,24.58,110.949997,-1.26091,3.201933104,4.709079622
26/05/2000,1378.02,-0.002533441,0.032241912,24.47,110.519997,-0.25367,3.197447877,4.705196473
30/05/2000,1422.45,0.032241912,-0.001300573,23.62,109.940002,3.17331,3.162093811,4.699934781
31/05/2000,1420.6,-0.001300573,0.019857807,23.65,108.639999,-0.13014,3.163363115,4.688039655
01/06/2000,1448.81,0.019857807,0.019636805,22.36,109.019997,1.96632,3.107273648,4.691531324
02/06/2000,1477.26,0.019636805,-0.006518825,21.48,110.300003,1.94465,3.06712227,4.703203953
05/06/2000,1467.63,-0.006518825,-0.006670619,22.71,109.660004,-0.65402,3.122805356,4.697384706
06/06/2000,1457.84,-0.006670619,0.009273994,23.05,109.779999,-0.6693,3.137665769,4.698478354
07/06/2000,1471.36,0.009273994,-0.006585744,22.48,109.949997,0.92313,3.112626025,4.70002569
08/06/2000,1461.67,-0.006585744,-0.003229183,22.77,110.050003,-0.66075,3.12544388,4.700934835
09/06/2000,1456.95,-0.003229183,-0.007515701,22.14,109.669998,-0.32344,3.097385927,4.697475839
12/06/2000,1446,-0.007515701,0.016210235,22.32,112.410004,-0.75441,3.105483138,4.722152937
13/06/2000,1469.44,0.016210235,0.000748584,21.67,111.959999,1.60803,3.075928816,4.718141656
14/06/2000,1470.54,0.000748584,0.005569383,21.48,113.099998,0.07483,3.06712227,4.728272365
15/06/2000,1478.73,0.005569383,-0.009650173,20.68,113.300003,0.55539,3.02916705,4.730039195
16/06/2000,1464.46,-0.009650173,0.014708493,20.5,114.519997,-0.9697,3.020424886,4.740749454
19/06/2000,1486,0.014708493,-0.006763122,20.63,111.559998,1.46014,3.026746327,4.714562545
20/06/2000,1475.95,-0.006763122,0.002154545,20.88,112.339996,-0.67861,3.038791763,4.721529951
21/06/2000,1479.13,0.002154545,-0.01822017,20.61,110.870003,0.21522,3.025776395,4.708358371
22/06/2000,1452.18,-0.01822017,-0.007368233,22,111.620003,-1.83882,3.091042453,4.715100272
23/06/2000,1441.48,-0.007368233,0.009594306,22.34,110.919998,-0.73955,3.106378794,4.708809203
26/06/2000,1455.31,0.009594306,-0.003270781,22.45,109.160004,0.95486,3.111290614,4.692814732
27/06/2000,1450.55,-0.003270781,0.002943711,21.8,110.620003,-0.32761,3.08190997,4.706100932
28/06/2000,1454.82,0.002943711,-0.008544012,20.29,109.830002,0.29394,3.010128154,4.698933734
29/06/2000,1442.39,-0.008544012,0.008465117,19.7,111.489998,-0.85807,2.980618636,4.713934883
30/06/2000,1454.6,0.008465117,0.010270865,19.54,109.919998,0.84295,2.972463647,4.69975281
03/07/2000,1469.54,0.010270865,-0.015862107,19.83,107.349998,1.02185,2.987195943,4.676094506
05/07/2000,1446.23,-0.015862107,0.007218769,21.16,109.93,-1.59893,3.052112607,4.6998438
06/07/2000,1456.67,0.007218769,0.015260835,20.94,110.559998,0.71928,3.041661205,4.705558342
07/07/2000,1478.9,0.015260835,-0.002217865,19.22,109.879997,1.51456,2.955951404,4.699388834
10/07/2000,1475.62,-0.002217865,0.003564603,20.33,110.839996,-0.22203,3.012097628,4.708087684
11/07/2000,1480.88,0.003564603,0.008130301,20.11,110.440002,0.35583,3.001217204,4.704472405
12/07/2000,1492.92,0.008130301,0.001955899,20.03,108.559998,0.80974,2.99723115,4.687302997
13/07/2000,1495.84,0.001955899,0.009452883,20.03,109.309998,0.1954,2.99723115,4.694187864
14/07/2000,1509.98,0.009452883,0.000337753,19.32,109.059998,0.94085,2.961140829,4.691898171
17/07/2000,1510.49,0.000337753,-0.011089117,19.45,112.370003,0.03377,2.96784707,4.721797025
18/07/2000,1493.74,-0.011089117,-0.007886245,19.75,112.25,-1.11511,2.983153491,4.720728527
19/07/2000,1481.96,-0.007886245,0.009183784,19.65,112.019997,-0.79175,2.978077338,4.7186774
20/07/2000,1495.57,0.009183784,-0.010283705,18.94,110.32,0.91419,2.941276088,4.703385233
21/07/2000,1480.19,-0.010283705,-0.010741864,18.94,108.589996,-1.03369,2.941276088,4.687579285
24/07/2000,1464.29,-0.010741864,0.006952175,19.92,113.650002,-1.08,2.991724252,4.733123568
25/07/2000,1474.47,0.006952175,-0.014954526,19.39,110.220001,0.69281,2.964757469,4.702478378
26/07/2000,1452.42,-0.014954526,-0.001927817,19.67,112.970001,-1.50675,2.979094632,4.727122306
27/07/2000,1449.62,-0.001927817,-0.020508823,19.6,113.279999,-0.19297,2.975529566,4.729862621
28/07/2000,1419.89,-0.020508823,0.007704822,20.84,112.169998,-2.0722,3.036874217,4.72001556
31/07/2000,1430.83,0.007704822,0.005080967,20.74,112.199997,0.76753,3.032064203,4.720282966
01/08/2000,1438.1,0.005080967,0.000417217,20.55,112.980003,0.50681,3.022860941,4.727210838
02/08/2000,1438.7,0.000417217,0.009633697,20,109.860001,0.04171,2.995732274,4.699206837
03/08/2000,1452.56,0.009633697,0.00713912,19.99,111.260002,0.95876,2.995232149,4.711869823
04/08/2000,1462.93,0.00713912,0.011203544,18.62,108.650002,0.71138,2.924236272,4.688131725
07/08/2000,1479.32,0.011203544,0.002352432,19.03,106.889999,1.11412,2.946016681,4.671800259
08/08/2000,1482.8,0.002352432,-0.00669679,18.79,108.589996,0.23497,2.933324813,4.687579285
09/08/2000,1472.87,-0.00669679,-0.008568305,19.18,110.050003,-0.67193,2.953868069,4.700934835
10/08/2000,1460.25,-0.008568305,0.007936997,19.19,110.019997,-0.86052,2.95438931,4.70066214
11/08/2000,1471.84,0.007936997,0.013398195,18.55,108.540001,0.79057,2.920469789,4.687118778
14/08/2000,1491.56,0.013398195,-0.00478023,17.88,109.059998,1.33092,2.88368277,4.691898171
15/08/2000,1484.43,-0.00478023,-0.003085359,17.98,108.879997,-0.47917,2.889260029,4.690246331
16/08/2000,1479.85,-0.003085359,0.01096057,18.02,109.949997,-0.30901,2.891482252,4.70002569
17/08/2000,1496.07,0.01096057,-0.002907618,17.48,109.220001,1.09009,2.86105737,4.693364206
18/08/2000,1491.72,-0.002907618,0.005202049,17.05,110.339996,-0.29119,2.836150204,4.703566472
21/08/2000,1499.48,0.005202049,-0.000900312,17.35,110.529999,0.51886,2.853592506,4.705286968
22/08/2000,1498.13,-0.000900312,0.005233191,17.47,108.349998,-0.09007,2.860485124,4.68536671
23/08/2000,1505.97,0.005233191,0.001553816,17.38,111.290001,0.52195,2.85532012,4.712139416
24/08/2000,1508.31,0.001553816,-0.001233168,17.04,109.440002,0.15526,2.835563521,4.695376472
25/08/2000,1506.45,-0.001233168,0.005071526,16.53,112.269997,-0.12339,2.805176912,4.720906658
28/08/2000,1514.09,0.005071526,-0.002806967,16.54,110.93,0.50587,2.80578169,4.708899372
29/08/2000,1509.84,-0.002806967,-0.004801833,16.89,111.370003,-0.28109,2.826721731,4.712858018
30/08/2000,1502.59,-0.004801833,0.01004266,17.69,110.879997,-0.48134,2.872999508,4.708448508
31/08/2000,1517.68,0.01004266,0.002036002,16.84,112.650002,0.99926,2.823757009,4.724285685
01/09/2000,1520.77,0.002036002,-0.009002019,17.53,114.5,0.20339,2.863913699,4.740574823
05/09/2000,1507.08,-0.009002019,-0.009840221,19.82,112.5,-0.90428,2.986691529,4.722953222
06/09/2000,1492.25,-0.009840221,0.006875524,20.79,110.440002,-0.9889,3.034472102,4.704472405
07/09/2000,1502.51,0.006875524,-0.005331079,19.42,112.330002,0.6852,2.966303463,4.721440985
08/09/2000,1494.5,-0.005331079,-0.003506189,18.46,111.029999,-0.53453,2.915606229,4.709800426
11/09/2000,1489.26,-0.003506189,-0.004881619,18.4,111.349998,-0.35124,2.912350665,4.712678376
12/09/2000,1481.99,-0.004881619,0.001970324,18.59,112.019997,-0.48936,2.922623802,4.7186774
13/09/2000,1484.91,0.001970324,-0.002720704,18.32,112.160004,0.19684,2.907993359,4.719926459
14/09/2000,1480.87,-0.002720704,-0.010169698,18.26,111.980003,-0.27244,2.904712875,4.718320311
15/09/2000,1465.81,-0.010169698,-0.014531215,18.52,111.910004,-1.02218,2.918851229,4.717695013
18/09/2000,1444.51,-0.014531215,0.010654132,20.25,111.290001,-1.46378,3.008154794,4.712139416
19/09/2000,1459.9,0.010654132,-0.005863415,19.54,111.809998,1.05978,2.972463647,4.716800984
02/10/2000,1436.23,-0.000194917,-0.006802532,21.23,112.900002,-1.63463,3.055415276,4.726502489
03/10/2000,1426.46,-0.006802532,0.005510144,21.85,113.269997,-0.68258,3.084200922,4.729774323
04/10/2000,1434.32,0.005510144,0.001366501,21.54,113.019997,0.5495,3.069911672,4.727564768
05/10/2000,1436.28,0.001366501,-0.019000473,21.03,112.879997,0.13656,3.04594999,4.726325281
06/10/2000,1408.99,-0.019000473,-0.004939709,22.71,113.57,-1.91833,3.122805356,4.732419387
09/10/2000,1402.03,-0.004939709,-0.010705905,24.02,112.110001,-0.49519,3.178886817,4.719480541
10/10/2000,1387.02,-0.010705905,-0.01617136,24.86,110.959999,-1.07636,3.213260086,4.709169767
11/10/2000,1364.59,-0.01617136,-0.025509494,26.57,111.129997,-1.63035,3.27978276,4.71070066
12/10/2000,1329.78,-0.025509494,0.033381462,30.51,107.790001,-2.58405,3.418054499,4.680184899
13/10/2000,1374.17,0.033381462,0.00032747,27.6,111.230003,3.28364,3.317815773,4.711600157
16/10/2000,1374.62,0.00032747,-0.017932229,26.79,111.290001,0.03274,3.288028684,4.712139416
17/10/2000,1349.97,-0.017932229,-0.005807536,27.84,110.349998,-1.8095,3.326473835,4.703657115
18/10/2000,1342.13,-0.005807536,0.034743281,28.72,110.650002,-0.58245,3.357593744,4.706372085
19/10/2000,1388.76,0.034743281,0.005882946,25.09,113.540001,3.41534,3.22246936,4.732155207
20/10/2000,1396.93,0.005882946,-0.000823234,24.24,114.639999,0.58657,3.188004161,4.741796775
23/10/2000,1395.78,-0.000823234,0.001683646,24.69,115.660004,-0.08236,3.206398303,4.750654887
24/10/2000,1398.13,0.001683646,-0.023767461,24.28,115.029999,0.16822,3.189652966,4.745192955
25/10/2000,1364.9,-0.023767461,-0.000337021,26.65,113.860001,-2.40545,3.282789151,4.734969632
26/10/2000,1364.44,-0.000337021,0.011096127,28.62,113.190002,-0.03371,3.354105774,4.72906784
27/10/2000,1379.58,0.011096127,0.013830296,26.47,115.209999,1.1035,3.276012016,4.746756541
30/10/2000,1398.66,0.013830296,0.021978179,25.46,115.599998,1.37355,3.237108593,4.750135939
31/10/2000,1429.4,0.021978179,-0.005722681,23.63,116.809998,2.17401,3.162517091,4.760548666
01/11/2000,1421.22,-0.005722681,0.004995708,24.28,116.510002,-0.57391,3.189652966,4.757977123
02/11/2000,1428.32,0.004995708,-0.001141201,23.92,117.57,0.49833,3.174714929,4.767033901
03/11/2000,1426.69,-0.001141201,0.003855077,23.67,119.019997,-0.11419,3.164208424,4.779291521
06/11/2000,1432.19,0.003855077,-0.000223434,24.52,118.089996,0.38477,3.199489111,4.771447012
07/11/2000,1431.87,-0.000223434,-0.015776572,24.91,118.300003,-0.02235,3.215269329,4.773223796
08/11/2000,1409.28,-0.015776572,-0.006485581,25.66,114.269997,-1.59023,3.244933359,4.738564043
09/11/2000,1400.14,-0.006485581,-0.02439756,27.2,116.910004,-0.65067,3.303216973,4.761404442
10/11/2000,1365.98,-0.02439756,-0.010776146,28.53,115.510002,-2.47001,3.350956165,4.749357124
13/11/2000,1351.26,-0.010776146,0.023452185,29.06,116.169998,-1.08346,3.369362658,4.755054618
14/11/2000,1382.95,0.023452185,0.004960411,26.81,119.839996,2.31814,3.288774952,4.786157486
15/11/2000,1389.81,0.004960411,-0.012584454,26.15,117.300003,0.49481,3.263849191,4.764734781
16/11/2000,1372.32,-0.012584454,-0.003351988,25.05,116.43,-1.26643,3.220873828,4.757290234
17/11/2000,1367.72,-0.003351988,-0.018351709,24.81,118.760002,-0.33576,3.211246798,4.777104667
20/11/2000,1342.62,-0.018351709,0.003522963,27.43,116.010002,-1.85222,3.311637305,4.753676412
21/11/2000,1347.35,0.003522963,-0.018547519,26.62,119,0.35168,3.281662813,4.779123493
22/11/2000,1322.36,-0.018547519,0.014678302,27.71,116.709999,-1.87217,3.321793359,4.759692217
24/11/2000,1341.77,0.014678302,0.005366046,26,116.120003,1.45716,3.258096538,4.754624165
27/11/2000,1348.97,0.005366046,-0.009548026,26.93,110.519997,0.53517,3.293240907,4.705196473
28/11/2000,1336.09,-0.009548026,0.004355994,27.64,113.169998,-0.95939,3.319263999,4.728891095
29/11/2000,1341.91,0.004355994,-0.020090766,27.49,111.639999,0.43465,3.313822302,4.7152794
30/11/2000,1314.95,-0.020090766,0.000212936,29.65,110.669998,-2.02953,3.389462125,4.706552782
01/12/2000,1315.23,0.000212936,0.007405549,27.48,112.540001,0.02129,3.313458467,4.723308723
04/12/2000,1324.97,0.007405549,0.038921636,27.78,112.800003,0.73783,3.324316337,4.725616366
05/12/2000,1376.54,0.038921636,-0.018219594,24.99,109.779999,3.81833,3.218475745,4.698478354
06/12/2000,1351.46,-0.018219594,-0.005852929,25.07,109.419998,-1.83876,3.221671912,4.69519367
07/12/2000,1343.55,-0.005852929,0.019604778,25.34,109.660004,-0.58701,3.232384175,4.697384706
08/12/2000,1369.89,0.019604778,0.007526152,22.41,112.559998,1.94151,3.109507288,4.723486395
11/12/2000,1380.2,0.007526152,-0.006535285,23.51,109.459999,0.7498,3.157425863,4.695559177
12/12/2000,1371.18,-0.006535285,-0.008160854,24.88,113.110001,-0.65567,3.214064268,4.728360805
13/12/2000,1359.99,-0.008160854,-0.014014809,23.63,113.349998,-0.81943,3.162517091,4.730480359
14/12/2000,1340.93,-0.014014809,-0.021462716,24.86,113.300003,-1.41139,3.213260086,4.730039195
15/12/2000,1312.15,-0.021462716,0.008070724,26.55,111.970001,-2.16964,3.279029748,4.718230987
18/12/2000,1322.74,0.008070724,-0.012957951,27.7,112.260002,0.80383,3.321432413,4.720817627
19/12/2000,1305.6,-0.012957951,-0.031295956,27.17,112.150002,-1.30426,3.302113423,4.719837279
20/12/2000,1264.74,-0.031295956,0.008001645,31.74,110.160004,-3.17961,3.457577715,4.701933891
21/12/2000,1274.86,0.008001645,0.02440268,29.66,110.510002,0.79698,3.389799337,4.705106033
22/12/2000,1305.97,0.02440268,0.007059887,27.55,111.300003,2.41097,3.316002536,4.712229285
26/12/2000,1315.19,0.007059887,0.010439556,28.73,110.779999,0.70351,3.357941873,4.707546244
27/12/2000,1328.92,0.010439556,0.003988201,28.14,111.360001,1.03854,3.337192052,4.712768206
28/12/2000,1334.22,0.003988201,-0.010448052,26.57,110.470001,0.39803,3.27978276,4.704744
29/12/2000,1320.28,-0.010448052,-0.028031933,26.85,111.040001,-1.0503,3.290265821,4.709890506
02/01/2001,1283.27,-0.028031933,0.050098576,29.99,109.650002,-2.84323,3.400863993,4.697293493
03/01/2001,1347.56,0.050098576,-0.010552406,26.6,110.940002,4.8884,3.280911216,4.708989533
04/01/2001,1333.34,-0.010552406,-0.026242369,26.97,110.400002,-1.06085,3.294725137,4.704110152
05/01/2001,1298.35,-0.026242369,-0.001917819,28.67,109.919998,-2.65928,3.35585128,4.69975281
08/01/2001,1295.86,-0.001917819,0.00381214,29.84,109.599998,-0.19197,3.395849775,4.696837356
09/01/2001,1300.8,0.00381214,0.009586408,27.99,111.07,0.38049,3.331847304,4.710160633
10/01/2001,1313.27,0.009586408,0.010317756,26.8,112.18,0.95408,3.288401888,4.720104724
11/01/2001,1326.82,0.010317756,-0.006406295,25.79,110.050003,1.02649,3.24998682,4.700934835
12/01/2001,1318.32,-0.006406295,0.006318648,24.56,110.43,-0.64269,3.201119103,4.704381836
16/01/2001,1326.65,0.006318648,0.002125655,25.28,110.699997,0.62988,3.230013569,4.706823813
17/01/2001,1329.47,0.002125655,0.01391532,24.93,116.940002,0.21234,3.216071898,4.761661
18/01/2001,1347.97,0.01391532,-0.00402828,23.37,111.120003,1.38194,3.151453149,4.710610725
19/01/2001,1342.54,-0.00402828,0.000268148,23.24,112.25,-0.40364,3.145874932,4.720728527
22/01/2001,1342.9,0.000268148,0.013031499,23.25,112.760002,0.02681,3.146305132,4.725261684
23/01/2001,1360.4,0.013031499,0.002866804,21.57,111.589996,1.29473,3.07130346,4.714831404
24/01/2001,1364.3,0.002866804,-0.004976911,22.03,111.43,0.28627,3.092405161,4.713396591
25/01/2001,1357.51,-0.004976911,-0.001885806,22.64,110.980003,-0.49893,3.119718253,4.709350032
26/01/2001,1354.95,-0.001885806,0.006804679,22.57,111.75,-0.18876,3.116621591,4.716264233
29/01/2001,1364.17,0.006804679,0.007007924,22.61,111.220001,0.67816,3.118392286,4.711510231
30/01/2001,1373.73,0.007007924,-0.005619736,22.57,111.379997,0.69835,3.116621591,4.712947751
31/01/2001,1366.01,-0.005619736,0.005461161,22.02,112.330002,-0.56356,3.091951131,4.721440985
01/02/2001,1373.47,0.005461161,-0.017473989,21.66,113,0.54463,3.075467242,4.727387819
02/02/2001,1349.47,-0.017473989,0.003586593,21.95,112.199997,-1.76285,3.08876714,4.720282966
05/02/2001,1354.31,0.003586593,-0.001513686,22.19,111.82,0.35802,3.099641737,4.716890436
06/02/2001,1352.26,-0.001513686,-0.008408146,21.98,112.279999,-0.15148,3.090132949,4.720995743
07/02/2001,1340.89,-0.008408146,-0.006234665,21.67,111.800003,-0.84437,3.075928816,4.716711588
08/02/2001,1332.53,-0.006234665,-0.013335535,21.46,111.75,-0.62542,3.066190737,4.716264233
09/02/2001,1314.76,-0.013335535,0.011827254,22.03,111.730003,-1.34253,3.092405161,4.716085273
12/02/2001,1330.31,0.011827254,-0.008652119,21.92,111.010002,1.17579,3.087399462,4.709620305
13/02/2001,1318.8,-0.008652119,-0.002183803,21.37,112.07,-0.86898,3.061988069,4.719123676
14/02/2001,1315.92,-0.002183803,0.008123594,21.52,113.089996,-0.21862,3.068982735,4.728183927
15/02/2001,1326.61,0.008123594,-0.01890533,20.27,114.5,0.80908,3.00914196,4.740574823
16/02/2001,1301.53,-0.01890533,-0.017356496,22.12,112.290001,-1.90863,3.096482177,4.721084819
